time,m_dot,pinn_cost_eur,true_cost_eur,abs_error_eur,rel_error
2023-06-04 00:00:00+00:00,55.0,44250.107460218554,44250.107460133906,8.464849088340998e-08,1.9129142714291447e-12
2023-06-05 02:00:00+00:00,45.0,36206.87550430635,36206.87550363523,6.711197784170508e-07,1.853561748532684e-11
2023-06-06 05:00:00+00:00,10.0,8065.640628515208,8065.6406278348495,6.803584255976602e-07,8.435274700957507e-11
2023-06-07 07:00:00+00:00,10.0,8054.362931876561,8054.362931411661,4.649000402423553e-07,5.7720273005656964e-11
2023-06-08 09:00:00+00:00,10.0,8039.829099891479,8039.829099880641,1.0838448361027986e-08,1.348032796499865e-12
2023-06-09 11:00:00+00:00,10.0,8018.228666156673,8018.228666936584,-7.799108061590232e-07,-9.726719429892228e-11
2023-06-10 13:00:00+00:00,10.0,7983.180114436438,7983.180114464128,-2.76895661954768e-08,-3.4684477512314515e-12
2023-06-11 15:00:00+00:00,10.0,7965.847684192558,7965.847683971151,2.2140648070489988e-07,2.7794433421490794e-11
2023-06-12 17:00:00+00:00,10.0,7970.305042530507,7970.305042803004,-2.7249643608229235e-07,-3.418898497642431e-11
2023-06-13 20:00:00+00:00,60.0,47726.37930672611,47726.37931458975,-7.863643986638635e-06,-1.64765201482453e-10
2023-06-14 22:00:00+00:00,60.0,47729.26713024164,47729.267138264055,-8.022412657737732e-06,-1.6808165970161326e-10
2023-06-16 00:00:00+00:00,65.0,51722.59323602697,51722.59323662321,-5.96235622651875e-07,-1.1527556686985463e-11
2023-06-17 02:00:00+00:00,70.0,55698.20972970513,55698.209730944,-1.2388700270093977e-06,-2.2242541142247774e-11
